step,actic loss,critic loss,average distance,time
11200,-0.5394,0.4417,4.6749,0min2sec
11210,-0.5389,0.4414,4.6743,0min2sec
11220,-0.5385,0.4410,4.6738,0min2sec
11230,-0.5380,0.4407,4.6732,0min2sec
11240,-0.5376,0.4403,4.6727,0min2sec
11250,-0.5371,0.4400,4.6721,0min2sec
11260,-0.5367,0.4396,4.6716,0min2sec
11270,-0.5362,0.4393,4.6710,0min2sec
11280,-0.5358,0.4389,4.6704,0min2sec
11290,-0.5353,0.4386,4.6699,0min2sec
11300,-0.5349,0.4382,4.6693,0min2sec
11310,-0.5344,0.4379,4.6688,0min2sec
11320,-0.5340,0.4375,4.6682,0min2sec
11330,-0.5336,0.4372,4.6677,0min2sec
11340,-0.5331,0.4369,4.6671,0min2sec
11350,-0.5327,0.4365,4.6666,0min2sec
11360,-0.5322,0.4362,4.6660,0min2sec
11370,-0.5318,0.4358,4.6655,0min2sec
11380,-0.5314,0.4355,4.6650,0min2sec
11390,-0.5309,0.4352,4.6644,0min2sec
11400,-0.5305,0.4348,4.6639,0min2sec
11410,-0.5301,0.4345,4.6633,0min2sec
11420,-0.5296,0.4342,4.6628,0min2sec
11430,-0.5292,0.4338,4.6623,0min2sec
11440,-0.5288,0.4335,4.6617,0min2sec
11450,-0.5283,0.4332,4.6612,0min2sec
11460,-0.5279,0.4328,4.6607,0min2sec
11470,-0.5275,0.4325,4.6601,0min2sec
11480,-0.5270,0.4322,4.6596,0min2sec
11490,-0.5266,0.4318,4.6590,0min2sec
11500,-0.5262,0.4315,4.6585,0min2sec
11510,-0.5257,0.4312,4.6580,0min2sec
11520,-0.5253,0.4308,4.6574,0min2sec
11530,-0.5249,0.4305,4.6569,0min2sec
11540,-0.5245,0.4302,4.6564,0min2sec
11550,-0.5240,0.4298,4.6558,0min2sec
11560,-0.5236,0.4295,4.6553,0min2sec
11570,-0.5232,0.4292,4.6548,0min2sec
11580,-0.5228,0.4288,4.6542,0min2sec
11590,-0.5223,0.4285,4.6537,0min2sec
11600,-0.5219,0.4282,4.6531,0min2sec
11610,-0.5215,0.4278,4.6526,0min2sec
11620,-0.5211,0.4275,4.6521,0min2sec
11630,-0.5207,0.4272,4.6515,0min2sec
11640,-0.5202,0.4269,4.6510,0min2sec
11650,-0.5198,0.4265,4.6505,0min2sec
11660,-0.5194,0.4262,4.6500,0min2sec
11670,-0.5190,0.4259,4.6494,0min2sec
11680,-0.5186,0.4255,4.6489,0min2sec
11690,-0.5182,0.4252,4.6484,0min2sec
11700,-0.5177,0.4249,4.6478,0min2sec
11710,-0.5173,0.4246,4.6473,0min2sec
11720,-0.5169,0.4243,4.6468,0min2sec
11730,-0.5165,0.4239,4.6463,0min2sec
11740,-0.5161,0.4236,4.6457,0min2sec
11750,-0.5157,0.4233,4.6452,0min2sec
11760,-0.5153,0.4230,4.6446,0min2sec
11770,-0.5149,0.4226,4.6441,0min2sec
11780,-0.5145,0.4223,4.6436,0min2sec
11790,-0.5141,0.4220,4.6431,0min2sec
11800,-0.5136,0.4217,4.6426,0min2sec
11810,-0.5132,0.4214,4.6421,0min2sec
11820,-0.5128,0.4211,4.6416,0min2sec
11830,-0.5124,0.4207,4.6411,0min2sec
11840,-0.5120,0.4204,4.6405,0min2sec
11850,-0.5116,0.4201,4.6400,0min2sec
11860,-0.5112,0.4198,4.6395,0min2sec
11870,-0.5108,0.4195,4.6390,0min2sec
11880,-0.5104,0.4192,4.6385,0min2sec
11890,-0.5100,0.4188,4.6380,0min2sec
11900,-0.5096,0.4185,4.6375,0min2sec
11910,-0.5092,0.4182,4.6369,0min2sec
11920,-0.5088,0.4179,4.6364,0min2sec
11930,-0.5084,0.4176,4.6359,0min2sec
11940,-0.5080,0.4173,4.6354,0min2sec
11950,-0.5076,0.4170,4.6349,0min2sec
11960,-0.5072,0.4167,4.6344,0min2sec
11970,-0.5068,0.4164,4.6340,0min2sec
11980,-0.5064,0.4161,4.6335,0min2sec
11990,-0.5060,0.4157,4.6330,0min2sec
12000,-0.5056,0.4154,4.6325,0min2sec
12010,-0.5052,0.4151,4.6320,0min2sec
12020,-0.5048,0.4148,4.6315,0min2sec
12030,-0.5044,0.4145,4.6310,0min2sec
12040,-0.5040,0.4142,4.6305,0min2sec
12050,-0.5037,0.4139,4.6300,0min2sec
12060,-0.5033,0.4136,4.6295,0min2sec
12070,-0.5029,0.4133,4.6290,0min2sec
12080,-0.5025,0.4130,4.6285,0min2sec
12090,-0.5021,0.4127,4.6280,0min2sec
12100,-0.5017,0.4124,4.6275,0min2sec
12110,-0.5013,0.4121,4.6270,0min2sec
12120,-0.5009,0.4118,4.6265,0min2sec
12130,-0.5005,0.4115,4.6261,0min2sec
12140,-0.5002,0.4112,4.6256,0min2sec
12150,-0.4998,0.4109,4.6251,0min2sec
12160,-0.4994,0.4106,4.6246,0min2sec
12170,-0.4990,0.4103,4.6241,0min2sec
12180,-0.4986,0.4100,4.6236,0min2sec
12190,-0.4982,0.4097,4.6231,0min2sec
12200,-0.4978,0.4094,4.6226,0min2sec
12210,-0.4975,0.4091,4.6222,0min1sec
12220,-0.4971,0.4088,4.6217,0min1sec
12230,-0.4967,0.4085,4.6212,0min1sec
12240,-0.4963,0.4082,4.6207,0min1sec
12250,-0.4959,0.4079,4.6203,0min1sec
12260,-0.4956,0.4076,4.6198,0min1sec
12270,-0.4952,0.4073,4.6193,0min1sec
12280,-0.4948,0.4070,4.6188,0min1sec
12290,-0.4944,0.4067,4.6183,0min1sec
12300,-0.4941,0.4064,4.6179,0min1sec
12310,-0.4937,0.4061,4.6174,0min1sec
12320,-0.4933,0.4058,4.6169,0min1sec
12330,-0.4929,0.4056,4.6164,0min1sec
12340,-0.4926,0.4053,4.6159,0min1sec
12350,-0.4922,0.4050,4.6155,0min2sec
12360,-0.4918,0.4047,4.6150,0min2sec
12370,-0.4914,0.4044,4.6145,0min2sec
12380,-0.4911,0.4041,4.6141,0min2sec
12390,-0.4907,0.4038,4.6136,0min2sec
12400,-0.4903,0.4035,4.6131,0min2sec
12410,-0.4900,0.4032,4.6126,0min2sec
12420,-0.4896,0.4029,4.6122,0min2sec
12430,-0.4892,0.4026,4.6117,0min2sec
12440,-0.4889,0.4024,4.6112,0min2sec
12450,-0.4885,0.4021,4.6107,0min2sec
12460,-0.4881,0.4018,4.6103,0min2sec
12470,-0.4878,0.4015,4.6098,0min2sec
12480,-0.4874,0.4012,4.6093,0min2sec
12490,-0.4870,0.4009,4.6089,0min2sec
12500,-0.4867,0.4006,4.6084,0min2sec
12510,-0.4863,0.4004,4.6080,0min2sec
12520,-0.4860,0.4001,4.6075,0min2sec
12530,-0.4856,0.3998,4.6071,0min2sec
12540,-0.4852,0.3995,4.6066,0min2sec
12550,-0.4848,0.3992,4.6061,0min2sec
12560,-0.4845,0.3990,4.6057,0min2sec
12570,-0.4841,0.3987,4.6052,0min2sec
12580,-0.4838,0.3984,4.6048,0min2sec
12590,-0.4834,0.3981,4.6043,0min2sec
12600,-0.4831,0.3978,4.6039,0min2sec
12610,-0.4827,0.3976,4.6034,0min2sec
12620,-0.4824,0.3973,4.6030,0min2sec
12630,-0.4820,0.3970,4.6025,0min2sec
12640,-0.4816,0.3967,4.6021,0min2sec
12650,-0.4813,0.3964,4.6016,0min2sec
12660,-0.4809,0.3962,4.6012,0min2sec
12670,-0.4806,0.3959,4.6007,0min2sec
12680,-0.4802,0.3956,4.6003,0min2sec
12690,-0.4799,0.3953,4.5998,0min2sec
12700,-0.4795,0.3951,4.5994,0min2sec
12710,-0.4792,0.3948,4.5989,0min2sec
12720,-0.4788,0.3945,4.5985,0min2sec
12730,-0.4785,0.3942,4.5980,0min2sec
12740,-0.4781,0.3940,4.5976,0min2sec
12750,-0.4777,0.3937,4.5972,0min2sec
12760,-0.4774,0.3934,4.5967,0min2sec
12770,-0.4770,0.3931,4.5963,0min2sec
12780,-0.4767,0.3929,4.5958,0min2sec
12790,-0.4763,0.3926,4.5954,0min2sec
12800,-0.4760,0.3923,4.5950,0min2sec
12810,-0.4757,0.3921,4.5945,0min2sec
12820,-0.4753,0.3918,4.5941,0min2sec
12830,-0.4750,0.3915,4.5936,0min2sec
12840,-0.4746,0.3912,4.5932,0min2sec
12850,-0.4743,0.3910,4.5927,0min2sec
12860,-0.4739,0.3907,4.5923,0min2sec
12870,-0.4736,0.3904,4.5919,0min2sec
12880,-0.4732,0.3902,4.5914,0min2sec
12890,-0.4729,0.3899,4.5910,0min2sec
12900,-0.4725,0.3896,4.5906,0min2sec
12910,-0.4722,0.3894,4.5901,0min2sec
12920,-0.4719,0.3891,4.5897,0min2sec
12930,-0.4715,0.3888,4.5893,0min2sec
12940,-0.4712,0.3886,4.5889,0min2sec
12950,-0.4708,0.3883,4.5884,0min2sec
12960,-0.4705,0.3880,4.5880,0min2sec
12970,-0.4702,0.3878,4.5876,0min2sec
12980,-0.4698,0.3875,4.5871,0min2sec
12990,-0.4695,0.3872,4.5867,0min2sec
